Value,Count,Numeric
"great falls, virginia, united states","11,069",11069
"shawano, wisconsin, united states","11,064",11064
"georgetown, delaware, united states","11,055",11055
"china grove, north carolina, united states","11,053",11053
"waynesboro, georgia, united states","11,042",11042
"clinton, south carolina, united states","11,028",11028
"central falls, rhode island, united states","11,023",11023
"lebanon, new hampshire, united states","11,018",11018
"decatur, texas, united states","11,017",11017
"short hills, new jersey, united states","11,015",11015
"valley center, california, united states","11,013",11013
"pacific, missouri, united states","11,011",11011
"derby, connecticut, united states","11,010",11010
"avignon, provence-alpes-cote d'azur, france","11,007",11007
"heber city, utah, united states","11,003",11003
"warrington, pennsylvania, united states","11,003",11003
"tumkur, karnataka, india","10,998",10998
"fort washington, pennsylvania, united states","10,997",10997
"burlington, washington, united states","10,991",10991
"cutler bay, florida, united states","10,990",10990
"murrysville, pennsylvania, united states","10,987",10987
"dandridge, tennessee, united states","10,985",10985
"charlestown, indiana, united states","10,983",10983
"port jervis, new york, united states","10,983",10983
"scottsville, kentucky, united states","10,976",10976
"hernando, mississippi, united states","10,971",10971
"north salt lake, utah, united states","10,970",10970
"harrisburg, north carolina, united states","10,967",10967
"middlesboro, kentucky, united states","10,954",10954
"pembroke, massachusetts, united states","10,952",10952
"rieti, latium, italy","10,949",10949
"oakton, virginia, united states","10,943",10943
"rostov-na-donu, rostov, russia","10,943",10943
"lihue, hawaii, united states","10,942",10942
"ādilābād, telangana, india","10,934",10934
"dumas, texas, united states","10,931",10931
"hornell, new york, united states","10,930",10930
"wauseon, ohio, united states","10,930",10930
"aurora, ontario, canada","10,916",10916
"pennington, new jersey, united states","10,913",10913
"groveport, ohio, united states","10,898",10898
"nashville, north carolina, united states","10,897",10897
"lasalle, quebec, canada","10,894",10894
"montgomery, new york, united states","10,889",10889
"marica, rio de janeiro, brazil","10,881",10881
"carthage, texas, united states","10,877",10877
"cobb, georgia, united states","10,877",10877
"detroit lakes, minnesota, united states","10,877",10877
"herrin, illinois, united states","10,874",10874
"booneville, mississippi, united states","10,873",10873
"blacklick, ohio, united states","10,865",10865
"douglassville, pennsylvania, united states","10,865",10865
"horry, south carolina, united states","10,863",10863
"fort madison, iowa, united states","10,859",10859
"portage, wisconsin, united states","10,855",10855
"youngsville, north carolina, united states","10,852",10852
"sao sebastiao, sao paulo, brazil","10,850",10850
"baxley, georgia, united states","10,845",10845
"des moines, washington, united states","10,845",10845
"glenshaw, pennsylvania, united states","10,841",10841
"olomouc, olomoucky kraj, czechia","10,841",10841
"sabara, minas gerais, brazil","10,839",10839
"east longmeadow, massachusetts, united states","10,835",10835
"newtown square, pennsylvania, united states","10,832",10832
"gallipolis, ohio, united states","10,829",10829
"cambridge, minnesota, united states","10,825",10825
"plaquemine, louisiana, united states","10,821",10821
"wayzata, minnesota, united states","10,818",10818
"candler, north carolina, united states","10,817",10817
"mandi, himachal pradesh, india","10,811",10811
"jequié, bahia, brazil","10,804",10804
"phuthaditjhaba, free state, south africa","10,804",10804
"laurel, delaware, united states","10,795",10795
"johnson, kansas, united states","10,791",10791
"gloucester, ontario, canada","10,788",10788
"ventnor city, new jersey, united states","10,788",10788
"west point, mississippi, united states","10,786",10786
"clarksville, arkansas, united states","10,784",10784
"fort scott, kansas, united states","10,784",10784
"verdun, quebec, canada","10,784",10784
"saint landry, louisiana, united states","10,782",10782
"richton park, illinois, united states","10,777",10777
"swainsboro, georgia, united states","10,777",10777
"wynne, arkansas, united states","10,775",10775
"glen carbon, illinois, united states","10,769",10769
"hoschton, georgia, united states","10,767",10767
"houghton, michigan, united states","10,761",10761
"landskrona, skåne, sweden","10,761",10761
"grayson, kentucky, united states","10,754",10754
"molalla, oregon, united states","10,742",10742
"minden, louisiana, united states","10,741",10741
"ridgefield, washington, united states","10,740",10740
"augusta, kansas, united states","10,737",10737
"madison heights, virginia, united states","10,735",10735
"mesquite, nevada, united states","10,730",10730
"rajamahendri, andhra pradesh, india","10,730",10730
"oxford, pennsylvania, united states","10,728",10728
"shelby, ohio, united states","10,728",10728
"plainwell, michigan, united states","10,726",10726
"campo limpo paulista, sao paulo, brazil","10,721",10721
"mastic beach, new york, united states","10,715",10715
"tenafly, new jersey, united states","10,715",10715
"wardha, maharashtra, india","10,713",10713
"jewett city, connecticut, united states","10,709",10709
"price, utah, united states","10,703",10703
"haysville, kansas, united states","10,702",10702
"mohali, punjab, india","10,702",10702
"fleming island, florida, united states","10,701",10701
"rocky mount, virginia, united states","10,696",10696
"troy, illinois, united states","10,696",10696
"highland park, new jersey, united states","10,695",10695
"slippery rock, pennsylvania, united states","10,686",10686
"yazoo city, mississippi, united states","10,683",10683
"salto, sao paulo, brazil","10,682",10682
"the woodlands, texas, united states","10,681",10681
"montevallo, alabama, united states","10,680",10680
"half moon bay, california, united states","10,671",10671
"castanhal, para, brazil","10,670",10670
"deming, new mexico, united states","10,668",10668
"medicine hat, alberta, canada","10,668",10668
"bellmawr, new jersey, united states","10,665",10665
"fleetwood, pennsylvania, united states","10,660",10660
"huron, south dakota, united states","10,659",10659
"fermo, the marches, italy","10,658",10658
"campo bom, rio grande do sul, brazil","10,649",10649
"mystic, connecticut, united states","10,648",10648
"huntingdon valley, pennsylvania, united states","10,646",10646
"hot springs village, arkansas, united states","10,639",10639
"north bend, oregon, united states","10,635",10635
"summerville, georgia, united states","10,633",10633
"danville, indiana, united states","10,631",10631
"chino valley, arizona, united states","10,627",10627
"north liberty, iowa, united states","10,626",10626
"murphysboro, illinois, united states","10,623",10623
"somers point, new jersey, united states","10,622",10622
"vernon, louisiana, united states","10,622",10622
"palos heights, illinois, united states","10,616",10616
"marathon, florida, united states","10,615",10615
"rehovot, central district, israel","10,615",10615
"ladera ranch, california, united states","10,613",10613
"mercer, pennsylvania, united states","10,612",10612
"haymarket, virginia, united states","10,611",10611
"alamo, texas, united states","10,605",10605
"livingston, montana, united states","10,605",10605
"belle chasse, louisiana, united states","10,601",10601
"hollis, new york, united states","10,594",10594
"brookfield, connecticut, united states","10,591",10591
"vicosa, minas gerais, brazil","10,591",10591
"holden, massachusetts, united states","10,587",10587
"rio rico, arizona, united states","10,587",10587
"platteville, wisconsin, united states","10,580",10580
"wyandanch, new york, united states","10,580",10580
"middle island, new york, united states","10,577",10577
"rehoboth beach, delaware, united states","10,573",10573
"olney, illinois, united states","10,569",10569
"trenton, ohio, united states","10,566",10566
"floresville, texas, united states","10,564",10564
"san anselmo, california, united states","10,562",10562
"southampton, massachusetts, united states","10,562",10562
"parlin, new jersey, united states","10,561",10561
"chemnitz, saxony, germany","10,558",10558
